19,B7,FALSE,CRII2020_UM_Ac27y,Acer,UNKNOWN,SYBR,None,19.94412804,19.6404953,0.429401547,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.540042001,N,N,N,Y,N,75.32862854,,,
20,B8,FALSE,CRII2020_UM_Ac27y,A,UNKNOWN,SYBR,None,20.63767052,20.53434372,0.146127507,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.482794504,N,N,N,Y,N,87.70863342,,,
21,B9,FALSE,CRII2020_UM_Ac27y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,77.09719849,,,
22,B10,FALSE,CRII2020_UM_Ac27y,Acer,UNKNOWN,SYBR,None,19.33686256,19.6404953,0.429401547,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.368257865,N,N,N,Y,N,75.47600555,,,
23,B11,FALSE,CRII2020_UM_Ac27y,A,UNKNOWN,SYBR,None,20.43101501,20.53434372,0.146127507,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.419445941,N,N,N,Y,N,87.56124878,,,
24,B12,FALSE,CRII2020_UM_Ac27y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,73.85481262,,,
25,C1,FALSE,CRII2020_UM_Ac39y,Acer,UNKNOWN,SYBR,None,21.02232361,20.87700272,0.205513433,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.55349302,N,N,N,Y,N,75.1812439,,,
26,C2,FALSE,CRII2020_UM_Ac39y,A,UNKNOWN,SYBR,None,21.34055138,21.29852676,0.059433125,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.56196844,N,N,N,Y,N,87.56124878,,,
27,C3,FALSE,CRII2020_UM_Ac39y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.32862854,,,
28,C4,FALSE,CRII2020_UM_Ac39y,Acer,UNKNOWN,SYBR,None,20.73168373,20.87700272,0.205513433,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.479679235,N,N,N,Y,N,75.32862854,,,
29,C5,FALSE,CRII2020_UM_Ac39y,A,UNKNOWN,SYBR,None,21.25650024,21.29852676,0.059433125,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.583327585,N,N,N,Y,N,87.56124878,,,
30,C6,FALSE,CRII2020_UM_Ac39y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,N,Y,N,75.1812439,,,
31,C7,FALSE,CRII2020_UM_Ac41y,Acer,UNKNOWN,SYBR,None,18.55310059,18.54811478,0.007052348,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.412300707,N,N,N,Y,N,75.32862854,,,
32,C8,FALSE,CRII2020_UM_Ac41y,A,UNKNOWN,SYBR,None,20.47053337,20.64653206,0.248899728,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.5480484,N,N,N,Y,N,87.70863342,,,
33,C9,FALSE,CRII2020_UM_Ac41y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,77.6867218,,,
34,C10,FALSE,CRII2020_UM_Ac41y,Acer,UNKNOWN,SYBR,None,18.54312706,18.54811478,0.007052348,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.409958048,N,N,N,Y,N,75.32862854,,,
35,C11,FALSE,CRII2020_UM_Ac41y,A,UNKNOWN,SYBR,None,20.82253075,20.64653206,0.248899728,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.613190111,N,N,N,Y,N,87.41386414,,,
36,C12,FALSE,CRII2020_UM_Ac41y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.88648224,,,
37,D1,FALSE,CRII2020_UM_Ac47y,Acer,UNKNOWN,SYBR,None,18.89839935,18.66257858,0.333500922,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.541746969,N,N,N,Y,N,75.1812439,,,
38,D2,FALSE,CRII2020_UM_Ac47y,A,UNKNOWN,SYBR,None,20.59495163,20.62501526,0.042515043,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.612798511,N,N,N,Y,N,87.41386414,,,
39,D3,FALSE,CRII2020_UM_Ac47y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.73910522,,,
40,D4,FALSE,CRII2020_UM_Ac47y,Acer,UNKNOWN,SYBR,None,18.42675781,18.66257858,0.333500922,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.440175227,N,N,N,Y,N,75.47600555,,,
41,D5,FALSE,CRII2020_UM_Ac47y,A,UNKNOWN,SYBR,None,20.65507698,20.62501526,0.042515043,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.60404083,N,N,N,Y,N,87.56124878,,,
42,D6,FALSE,CRII2020_UM_Ac47y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.91815186,,,
43,D7,FALSE,CRII2020_UM_Ac54y,Acer,UNKNOWN,SYBR,None,19.67263985,19.9633522,0.411128014,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.49333645,N,N,N,Y,N,75.32862854,,,
44,D8,FALSE,CRII2020_UM_Ac54y,A,UNKNOWN,SYBR,None,20.0678463,20.37519073,0.43465066,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.477831538,N,N,N,Y,N,87.56124878,,,
45,D9,FALSE,CRII2020_UM_Ac54y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.36029053,,,
46,D10,FALSE,CRII2020_UM_Ac54y,Acer,UNKNOWN,SYBR,None,20.25406265,19.9633522,0.411128014,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.641215314,N,N,N,Y,N,75.32862854,,,
47,D11,FALSE,CRII2020_UM_Ac54y,A,UNKNOWN,SYBR,None,20.68253517,20.37519073,0.43465066,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.648686652,N,N,N,Y,N,87.41386414,,,
48,D12,FALSE,CRII2020_UM_Ac54y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.00219727,,,
49,E1,FALSE,CRII2020_UM_Ac70y,Acer,UNKNOWN,SYBR,None,17.81591797,18.30545807,0.692314267,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.323883134,N,N,N,Y,Y,75.1812439,,,
50,E2,FALSE,CRII2020_UM_Ac70y,A,UNKNOWN,SYBR,None,19.43232536,20.37467766,1.332687378,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.396109744,N,N,N,Y,Y,87.41386414,,,
51,E3,FALSE,CRII2020_UM_Ac70y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.03385925,,,
52,E4,FALSE,CRII2020_UM_Ac70y,Acer,UNKNOWN,SYBR,None,18.79499817,18.30545807,0.692314267,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.569682053,N,N,N,Y,Y,75.32862854,,,
53,E5,FALSE,CRII2020_UM_Ac70y,A,UNKNOWN,SYBR,None,21.31702995,20.37467766,1.332687378,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.640604633,N,N,N,Y,Y,87.41386414,,,
54,E6,FALSE,CRII2020_UM_Ac70y,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.32862854,,,
55,E7,FALSE,CRII2020_Mote_AcML7,Acer,UNKNOWN,SYBR,None,18.66323853,18.61934662,0.06207253,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.568589806,N,N,N,Y,N,75.32862854,,,
56,E8,FALSE,CRII2020_Mote_AcML7,A,UNKNOWN,SYBR,None,20.70812607,20.73434067,0.037073042,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.511366013,N,N,N,Y,N,87.56124878,,,
57,E9,FALSE,CRII2020_Mote_AcML7,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,36.02433777,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,77.98148346,,,
58,E10,FALSE,CRII2020_Mote_AcML7,Acer,UNKNOWN,SYBR,None,18.57545471,18.61934662,0.06207253,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.525042607,N,N,N,Y,N,75.32862854,,,
59,E11,FALSE,CRII2020_Mote_AcML7,A,UNKNOWN,SYBR,None,20.76055527,20.73434067,0.037073042,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.452925917,N,N,N,Y,N,87.41386414,,,
60,E12,FALSE,CRII2020_Mote_AcML7,D,UNKNOWN,FAM,NFQ-MGB,36.02433777,36.02433777,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,N,Y,N,60.00099945,,,
61,F1,FALSE,CRII2020_FWC_AcML50,Acer,UNKNOWN,SYBR,None,22.17940903,22.24407387,0.091449894,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.51042403,N,N,N,Y,N,75.03385925,,,
62,F2,FALSE,CRII2020_FWC_AcML50,A,UNKNOWN,SYBR,None,20.80908585,21.04925919,0.339656383,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.486336328,N,N,N,Y,N,87.41386414,,,
63,F3,FALSE,CRII2020_FWC_AcML50,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.32862854,,,
64,F4,FALSE,CRII2020_FWC_AcML50,Acer,UNKNOWN,SYBR,None,22.30873871,22.24407387,0.091449894,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.521985397,N,N,N,Y,N,75.1812439,,,
65,F5,FALSE,CRII2020_FWC_AcML50,A,UNKNOWN,SYBR,None,21.28943253,21.04925919,0.339656383,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.529223299,N,N,N,Y,N,87.41386414,,,
66,F6,FALSE,CRII2020_FWC_AcML50,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.06552887,,,
67,F7,FALSE,CRII2020_FWC_AcTDT2,Acer,UNKNOWN,SYBR,None,18.00004387,18.11135864,0.157421514,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.39575245,N,N,N,Y,N,75.32862854,,,
68,F8,FALSE,CRII2020_FWC_AcTDT2,A,UNKNOWN,SYBR,None,20.5629673,20.66902542,0.14998883,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.610984394,N,N,N,Y,N,87.56124878,,,
69,F9,FALSE,CRII2020_FWC_AcTDT2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,77.39196014,,,
70,F10,FALSE,CRII2020_FWC_AcTDT2,Acer,UNKNOWN,SYBR,None,18.22267151,18.11135864,0.157421514,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.472166271,N,N,N,Y,N,75.32862854,,,
71,F11,FALSE,CRII2020_FWC_AcTDT2,A,UNKNOWN,SYBR,None,20.77508354,20.66902542,0.14998883,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.570996022,N,N,N,Y,N,87.56124878,,,
72,F12,FALSE,CRII2020_FWC_AcTDT2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,N,Y,N,74.59172058,,,
73,G1,FALSE,CRII2020_RRT_AcM5,Acer,UNKNOWN,SYBR,None,22.19236183,22.51186943,0.451851994,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.317958185,N,N,N,Y,N,74.88648224,,,
74,G2,FALSE,CRII2020_RRT_AcM5,A,UNKNOWN,SYBR,None,21.71053505,21.77386475,0.089561716,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.525330341,N,N,N,Y,N,87.41386414,,,
75,G3,FALSE,CRII2020_RRT_AcM5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.59172058,,,
76,G4,FALSE,CRII2020_RRT_AcM5,Acer,UNKNOWN,SYBR,None,22.83137703,22.51186943,0.451851994,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.445848929,N,N,N,Y,N,75.1812439,,,
77,G5,FALSE,CRII2020_RRT_AcM5,A,UNKNOWN,SYBR,None,21.83719444,21.77386475,0.089561716,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.532966401,N,N,N,Y,N,87.56124878,,,
78,G6,FALSE,CRII2020_RRT_AcM5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,81.81339264,,,
79,G7,FALSE,,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,Y,Y,N,92.27744293,78.12886047,65.89624023,81.37124634
80,G8,FALSE,,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,Y,Y,N,85.20315552,91.54053497,88.88768005,81.37124634
81,G9,FALSE,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.94981384,,,
82,G10,FALSE,,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,60.00099945,,,
83,G11,FALSE,,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,N,Y,N,62.2117157,,,
84,G12,FALSE,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,74.88648224,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,60.88528824,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,35,No Amp,,0,N,N,Y,Y,N,64.42243195,,,
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,76.50767517,,,
88,H4,FALSE,,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,Y,Y,N,84.31886292,71.49671936,61.32743073,79.30791473
89,H5,FALSE,,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,61.32743073,,,
90,H6,FALSE,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.91815186,,,
91,H7,FALSE,,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,Y,Y,N,89.0350647,91.98268127,76.94981384,74.00219727
92,H8,FALSE,,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,Y,Y,N,80.78172302,92.42481995,87.56124878,67.95957947
93,H9,FALSE,,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,N,Y,Y,Y,N,75.6233902,,,
94,H10,FALSE,+,Acer,UNKNOWN,SYBR,None,17.92886734,18.17687607,0.350737303,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.393893525,N,N,N,Y,N,75.1812439,,,
95,H11,FALSE,+,A,UNKNOWN,SYBR,None,13.23917484,13.47677231,0.336013556,,,,,,,,FALSE,0.01,TRUE,3,12,Amp,,0.699905374,N,N,N,Y,N,87.26648712,,,
96,H12,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,16.00449753,15.56959343,0.615047932,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.582789757,N,N,N,Y,Y,60.59052658,,,
