20,B8,FALSE,CRII2020_CRF_Ac42,A,UNKNOWN,SYBR,None,24.67387199,24.59763718,0.107810967,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.977360844,N,N,N,N,87.60797882,,,
21,B9,FALSE,CRII2020_CRF_Ac42,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.3279953,,,
22,B10,FALSE,CRII2020_CRF_Ac42,Acer,UNKNOWN,SYBR,None,23.08431435,22.96511269,0.168576598,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.946985241,N,N,N,N,75.140625,,,
23,B11,FALSE,CRII2020_CRF_Ac42,A,UNKNOWN,SYBR,None,24.52140427,24.59763718,0.107810967,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.958771521,N,N,N,N,87.45955658,,,
24,B12,FALSE,CRII2020_CRF_Ac42,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,72.46905518,,,
25,C1,FALSE,CRII2020_CRF_Ac43,Acer,UNKNOWN,SYBR,None,21.86284447,21.84984398,0.018385466,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.887492432,N,N,N,N,74.84378815,,,
26,C2,FALSE,CRII2020_CRF_Ac43,A,UNKNOWN,SYBR,None,25.13655472,25.25493431,0.167414024,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.952224222,N,N,N,N,87.45955658,,,
27,C3,FALSE,CRII2020_CRF_Ac43,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.69536591,,,
28,C4,FALSE,CRII2020_CRF_Ac43,Acer,UNKNOWN,SYBR,None,21.83684349,21.84984398,0.018385466,,,,,,,,TRUE,0.18143,TRUE,3,16,Amp,,0.946293886,N,N,N,N,75.140625,,,
29,C5,FALSE,CRII2020_CRF_Ac43,A,UNKNOWN,SYBR,None,25.3733139,25.25493431,0.167414024,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.939284427,N,N,N,N,87.45955658,,,
30,C6,FALSE,CRII2020_CRF_Ac43,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.39852142,,,
31,C7,FALSE,CRII2020_CRF_Ac47,Acer,UNKNOWN,SYBR,None,22.41648674,22.28575897,0.184878334,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.964387953,N,N,N,N,74.99220276,,,
32,C8,FALSE,CRII2020_CRF_Ac47,A,UNKNOWN,SYBR,None,24.44395828,24.59264374,0.210272983,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.978920495,N,N,N,N,87.60797882,,,
33,C9,FALSE,CRII2020_CRF_Ac47,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.88272858,,,
34,C10,FALSE,CRII2020_CRF_Ac47,Acer,UNKNOWN,SYBR,None,22.1550293,22.28575897,0.184878334,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.958504243,N,N,N,N,75.140625,,,
35,C11,FALSE,CRII2020_CRF_Ac47,A,UNKNOWN,SYBR,None,24.74132919,24.59264374,0.210272983,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.92651928,N,N,N,N,87.45955658,,,
36,C12,FALSE,CRII2020_CRF_Ac47,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,60.00170135,,,
37,D1,FALSE,CRII2020_CRF_Ac48,Acer,UNKNOWN,SYBR,None,22.52196884,22.52424622,0.003222042,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.93009591,N,N,N,N,74.84378815,,,
38,D2,FALSE,CRII2020_CRF_Ac48,A,UNKNOWN,SYBR,None,25.21068573,25.39390182,0.259105325,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.925455933,N,N,N,N,87.31113434,,,
39,D3,FALSE,CRII2020_CRF_Ac48,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.54694366,,,
40,D4,FALSE,CRII2020_CRF_Ac48,Acer,UNKNOWN,SYBR,None,22.5265255,22.52424622,0.003222042,,,,,,,,TRUE,0.18143,TRUE,3,16,Amp,,0.968347394,N,N,N,N,74.99220276,,,
41,D5,FALSE,CRII2020_CRF_Ac48,A,UNKNOWN,SYBR,None,25.57711601,25.39390182,0.259105325,,,,,,,,TRUE,0.228227783,TRUE,3,21,Amp,,0.949019631,N,N,N,N,87.45955658,,,
42,D6,FALSE,CRII2020_CRF_Ac48,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.39852142,,,
43,D7,FALSE,CRII2020_CRF_Ac51,Acer,UNKNOWN,SYBR,None,22.30092239,22.34983444,0.069172084,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.961000529,N,N,N,N,74.99220276,,,
44,D8,FALSE,CRII2020_CRF_Ac51,A,UNKNOWN,SYBR,None,24.72797394,24.62865448,0.140457571,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.979147438,N,N,N,N,87.45955658,,,
45,D9,FALSE,CRII2020_CRF_Ac51,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.58589172,,,
46,D10,FALSE,CRII2020_CRF_Ac51,Acer,UNKNOWN,SYBR,None,22.39874649,22.34983444,0.069172084,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.940802957,N,N,N,N,74.99220276,,,
47,D11,FALSE,CRII2020_CRF_Ac51,A,UNKNOWN,SYBR,None,24.52933693,24.62865448,0.140457571,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.974011481,N,N,N,N,87.31113434,,,
48,D12,FALSE,CRII2020_CRF_Ac51,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,73.06273651,,,
49,E1,FALSE,CRII2020_CRF_Ac52,Acer,UNKNOWN,SYBR,None,25.07254601,25.17684174,0.147495091,,,,,,,,TRUE,0.18143,TRUE,3,19,Amp,,0.954935624,N,N,N,N,74.69536591,,,
50,E2,FALSE,CRII2020_CRF_Ac52,A,UNKNOWN,SYBR,None,26.76020622,26.85428619,0.133049175,,,,,,,,TRUE,0.228227783,TRUE,3,22,Amp,,0.956893008,N,N,N,N,87.31113434,,,
51,E3,FALSE,CRII2020_CRF_Ac52,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,74.99220276,,,
52,E4,FALSE,CRII2020_CRF_Ac52,Acer,UNKNOWN,SYBR,None,25.28113556,25.17684174,0.147495091,,,,,,,,TRUE,0.18143,TRUE,3,20,Amp,,0.947214323,N,N,N,N,74.99220276,,,
53,E5,FALSE,CRII2020_CRF_Ac52,A,UNKNOWN,SYBR,None,26.94836617,26.85428619,0.133049175,,,,,,,,TRUE,0.228227783,TRUE,3,21,Amp,,0.961413652,N,N,N,N,87.45955658,,,
54,E6,FALSE,CRII2020_CRF_Ac52,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,74.84378815,,,
55,E7,FALSE,CRII2020_CRF_Ac53,Acer,UNKNOWN,SYBR,None,22.52011681,22.48159409,0.054478005,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.957837095,N,N,N,N,74.99220276,,,
56,E8,FALSE,CRII2020_CRF_Ac53,A,UNKNOWN,SYBR,None,25.98174858,26.02067184,0.055044457,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.980676885,N,N,N,N,87.60797882,,,
57,E9,FALSE,CRII2020_CRF_Ac53,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,76.47640991,,,
58,E10,FALSE,CRII2020_CRF_Ac53,Acer,UNKNOWN,SYBR,None,22.44307327,22.48159409,0.054478005,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.949523806,N,N,N,N,74.99220276,,,
59,E11,FALSE,CRII2020_CRF_Ac53,A,UNKNOWN,SYBR,None,26.0595932,26.02067184,0.055044457,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.965983391,N,N,N,N,87.45955658,,,
60,E12,FALSE,CRII2020_CRF_Ac53,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,7,No Amp,,0,Y,N,N,N,60.00170135,,,
61,F1,FALSE,CRII2020_CRF_Ac55,Acer,UNKNOWN,SYBR,None,20.91924095,20.90535545,0.019637059,,,,,,,,TRUE,0.18143,TRUE,3,16,Amp,,0.942197241,N,N,N,N,74.84378815,,,
62,F2,FALSE,CRII2020_CRF_Ac55,A,UNKNOWN,SYBR,None,24.13122177,24.40730095,0.390434921,,,,,,,,TRUE,0.228227783,TRUE,3,18,Amp,,0.943117106,N,N,N,N,87.31113434,,,
63,F3,FALSE,CRII2020_CRF_Ac55,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.28904724,,,
64,F4,FALSE,CRII2020_CRF_Ac55,Acer,UNKNOWN,SYBR,None,20.89146996,20.90535545,0.019637059,,,,,,,,TRUE,0.18143,TRUE,3,15,Amp,,0.923037648,N,N,N,N,74.99220276,,,
65,F5,FALSE,CRII2020_CRF_Ac55,A,UNKNOWN,SYBR,None,24.68338013,24.40730095,0.390434921,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.959719856,N,N,N,N,87.45955658,,,
66,F6,FALSE,CRII2020_CRF_Ac55,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.28904724,,,
67,F7,FALSE,CRII2020_CRF_Ac59,Acer,UNKNOWN,SYBR,None,22.85030365,22.83407211,0.022954859,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.947763936,N,N,N,N,74.99220276,,,
68,F8,FALSE,CRII2020_CRF_Ac59,A,UNKNOWN,SYBR,None,25.43491936,25.37960052,0.078232646,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.96063243,N,N,N,N,87.45955658,,,
69,F9,FALSE,CRII2020_CRF_Ac59,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,76.03115082,,,
70,F10,FALSE,CRII2020_CRF_Ac59,Acer,UNKNOWN,SYBR,None,22.81784058,22.83407211,0.022954859,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.96011673,N,N,N,N,74.99220276,,,
71,F11,FALSE,CRII2020_CRF_Ac59,A,UNKNOWN,SYBR,None,25.32428169,25.37960052,0.078232646,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.959972568,N,N,N,N,87.45955658,,,
72,F12,FALSE,CRII2020_CRF_Ac59,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,74.99220276,,,
73,G1,FALSE,CRII2020_CRF_Ac66,Acer,UNKNOWN,SYBR,None,21.86393738,21.91339111,0.069938146,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.949204876,N,N,N,N,74.84378815,,,
74,G2,FALSE,CRII2020_CRF_Ac66,A,UNKNOWN,SYBR,None,24.98607254,24.89259338,0.132200837,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.934980815,N,N,N,N,87.31113434,,,
75,G3,FALSE,CRII2020_CRF_Ac66,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,74.54694366,,,
76,G4,FALSE,CRII2020_CRF_Ac66,Acer,UNKNOWN,SYBR,None,21.96284485,21.91339111,0.069938146,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.946190011,N,N,N,N,74.99220276,,,
77,G5,FALSE,CRII2020_CRF_Ac66,A,UNKNOWN,SYBR,None,24.79911232,24.89259338,0.132200837,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.94040132,N,N,N,N,87.45955658,,,
78,G6,FALSE,CRII2020_CRF_Ac66,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,77.81220245,,,
79,G7,FALSE,CRII2020_CRF_Ac68,Acer,UNKNOWN,SYBR,None,21.81981659,21.80708504,0.018005135,,,,,,,,TRUE,0.18143,TRUE,3,16,Amp,,0.942864322,N,N,N,N,74.99220276,,,
80,G8,FALSE,CRII2020_CRF_Ac68,A,UNKNOWN,SYBR,None,24.4515934,24.3257885,0.177914992,,,,,,,,TRUE,0.228227783,TRUE,3,20,Amp,,0.951716471,N,N,N,N,87.60797882,,,
81,G9,FALSE,CRII2020_CRF_Ac68,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,75.28904724,,,
82,G10,FALSE,CRII2020_CRF_Ac68,Acer,UNKNOWN,SYBR,None,21.79435349,21.80708504,0.018005135,,,,,,,,TRUE,0.18143,TRUE,3,16,Amp,,0.938051938,N,N,N,N,74.99220276,,,
83,G11,FALSE,CRII2020_CRF_Ac68,A,UNKNOWN,SYBR,None,24.1999836,24.3257885,0.177914992,,,,,,,,TRUE,0.228227783,TRUE,3,18,Amp,,0.946324472,N,N,N,N,87.45955658,,,
84,G12,FALSE,CRII2020_CRF_Ac68,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,Y,74.10168457,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,34.20521164,34.06031036,0.20492135,,,,,,,,TRUE,0.18143,TRUE,3,30,Amp,,0.952973787,N,N,N,N,74.25009918,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.228227783,TRUE,3,39,No Amp,,0,Y,Y,N,Y,61.63433075,,,
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,75.73431396,,,
88,H4,FALSE,CRII2020_CRF_Ac69,Acer,UNKNOWN,SYBR,None,22.16466904,22.18967247,0.035360195,,,,,,,,TRUE,0.18143,TRUE,3,17,Amp,,0.935889565,N,N,N,N,74.99220276,,,
89,H5,FALSE,CRII2020_CRF_Ac69,A,UNKNOWN,SYBR,None,24.79464531,24.81542969,0.029394899,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.926226867,N,N,N,N,87.45955658,,,
90,H6,FALSE,CRII2020_CRF_Ac69,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,39,No Amp,,0,Y,Y,N,N,75.28904724,,,
91,H7,FALSE,CRII2020_CRF_Ac69,Acer,UNKNOWN,SYBR,None,22.2146759,22.18967247,0.035360195,,,,,,,,TRUE,0.18143,TRUE,3,18,Amp,,0.936513322,N,N,N,N,74.84378815,,,
92,H8,FALSE,CRII2020_CRF_Ac69,A,UNKNOWN,SYBR,None,24.83621597,24.81542969,0.029394899,,,,,,,,TRUE,0.228227783,TRUE,3,19,Amp,,0.948448074,N,N,N,N,87.60797882,,,
93,H9,FALSE,CRII2020_CRF_Ac69,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,TRUE,0.275779087,TRUE,3,33,Inconclusive,,0,Y,N,N,N,76.17957306,,,
94,H10,FALSE,+,Acer,UNKNOWN,SYBR,None,25.90005302,26.02703857,0.179586038,,,,,,,,TRUE,0.18143,TRUE,3,21,Amp,,0.955442797,N,N,N,N,74.84378815,,,
95,H11,FALSE,+,A,UNKNOWN,SYBR,None,18.30973816,18.16041565,0.211173922,,,,,,,,TRUE,0.228227783,TRUE,3,13,Amp,,0.95568745,N,N,N,N,87.45955658,,,
96,H12,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,21.91451263,21.41485977,0.706617177,,,,,,,,TRUE,0.275779087,TRUE,3,16,Amp,,0.860771977,N,N,Y,N,60.00170135,,,
