17,B5,FALSE,CRII2020_RRT_AcFM19,A,UNKNOWN,SYBR,None,19.19395065,19.95512772,1.076468229,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.275609217,3.963891268,3.54910779,87.62948608,,,,Y,N,Y,N
18,B6,FALSE,CRII2020_RRT_AcFM19,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.004531622,-0.004679642,78.86592865,,,,Y,Y,N,Y
19,B7,FALSE,CRII2020_RRT_AcFM20,Acer,UNKNOWN,SYBR,None,19.54266548,19.44985199,0.1312581,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.530743839,3.636042356,3.218631029,75.30109406,,,,Y,N,N,N
20,B8,FALSE,CRII2020_RRT_AcFM20,A,UNKNOWN,SYBR,None,19.37831497,19.96899796,0.835351884,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.384378771,4.152060032,3.765407085,87.77802277,,,,Y,N,Y,N
21,B9,FALSE,CRII2020_RRT_AcFM20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,8,No Amp,,0,1.023931861,0.005647046,78.27178955,,,,Y,N,N,Y
22,B10,FALSE,CRII2020_RRT_AcFM20,Acer,UNKNOWN,SYBR,None,19.3570385,19.44985199,0.1312581,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.466108546,3.565678596,3.088950634,75.44963074,,,,Y,N,N,N
23,B11,FALSE,CRII2020_RRT_AcFM20,A,UNKNOWN,SYBR,None,20.55968094,19.96899796,0.835351884,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.61170323,4.212710381,3.822831869,87.62948608,,,,Y,N,Y,N
24,B12,FALSE,CRII2020_RRT_AcFM20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.091911316,0.003515932,74.26135254,,,,Y,Y,N,Y
25,C1,FALSE,CRII2020_RRT_AcFM21,Acer,UNKNOWN,SYBR,None,19.89305305,19.84342384,0.070186302,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.569083263,3.687938929,3.168741703,75.15255737,,,,Y,N,N,N
26,C2,FALSE,CRII2020_RRT_AcFM21,A,UNKNOWN,SYBR,None,20.07292175,20.23947906,0.235548958,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.414651248,3.985751867,3.570991039,87.48095703,,,,Y,N,N,N
27,C3,FALSE,CRII2020_RRT_AcFM21,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.078643203,-0.006465664,75.00402069,,,,Y,Y,N,Y
28,C4,FALSE,CRII2020_RRT_AcFM21,Acer,UNKNOWN,SYBR,None,19.79379463,19.84342384,0.070186302,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.497704463,3.55254674,3.145006418,75.30109406,,,,Y,N,N,N
29,C5,FALSE,CRII2020_RRT_AcFM21,A,UNKNOWN,SYBR,None,20.40603828,20.23947906,0.235548958,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.411098094,4.028886795,3.55825901,87.62948608,,,,Y,N,N,N
30,C6,FALSE,CRII2020_RRT_AcFM21,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.999748588,-0.005727292,74.85548401,,,,Y,Y,N,Y
31,C7,FALSE,CRII2020_RRT_AcK1,Acer,UNKNOWN,SYBR,None,18.26007652,17.90751457,0.49859789,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.51235201,3.579595804,3.121868134,75.30109406,,,,Y,N,N,N
32,C8,FALSE,CRII2020_RRT_AcK1,A,UNKNOWN,SYBR,None,19.29741287,19.564991,0.378413975,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.411077324,3.990932465,3.548191071,87.62948608,,,,Y,N,N,N
33,C9,FALSE,CRII2020_RRT_AcK1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.987647831,-0.005749654,76.19230652,,,,Y,Y,N,Y
34,C10,FALSE,CRII2020_RRT_AcK1,Acer,UNKNOWN,SYBR,None,17.55495262,17.90751457,0.49859789,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.360083362,3.520922899,3.043160439,75.30109406,,,,Y,N,N,N
35,C11,FALSE,CRII2020_RRT_AcK1,A,UNKNOWN,SYBR,None,19.83257103,19.564991,0.378413975,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.538452293,4.191715717,3.728588343,87.48095703,,,,Y,N,N,N
36,C12,FALSE,CRII2020_RRT_AcK1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.096756577,0.001309765,75.15255737,,,,Y,Y,N,Y
37,D1,FALSE,CRII2020_RRT_AcK2,Acer,UNKNOWN,SYBR,None,20.96100807,20.99883652,0.053496152,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.447431124,3.730011463,3.295361042,75.00402069,,,,Y,N,N,N
38,D2,FALSE,CRII2020_RRT_AcK2,A,UNKNOWN,SYBR,None,22.37899971,22.10429573,0.388490081,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.517253262,4.194329739,3.685401678,87.48095703,,,,Y,N,N,N
39,D3,FALSE,CRII2020_RRT_AcK2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.074439168,-0.002204631,75.00402069,,,,Y,Y,N,Y
40,D4,FALSE,CRII2020_RRT_AcK2,Acer,UNKNOWN,SYBR,None,21.03666306,20.99883652,0.053496152,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.494184666,3.637597084,3.200365782,75.30109406,,,,Y,N,N,N
41,D5,FALSE,CRII2020_RRT_AcK2,A,UNKNOWN,SYBR,None,21.82959175,22.10429573,0.388490081,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.346581468,3.848845005,3.445806265,87.48095703,,,,Y,N,N,N
42,D6,FALSE,CRII2020_RRT_AcK2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.05077219,-0.00318716,75.44963074,,,,Y,Y,N,Y
43,D7,FALSE,CRII2020_RRT_AcK3,Acer,UNKNOWN,SYBR,None,19.00041008,19.05020142,0.070416935,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.479651978,3.518708706,3.116736412,75.30109406,,,,Y,N,N,N
44,D8,FALSE,CRII2020_RRT_AcK3,A,UNKNOWN,SYBR,None,19.94712067,20.0205574,0.10385523,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.374478472,4.155908585,3.725004196,87.62948608,,,,Y,N,N,N
45,D9,FALSE,CRII2020_RRT_AcK3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.984917343,-0.004904198,76.19230652,,,,Y,Y,N,Y
46,D10,FALSE,CRII2020_RRT_AcK3,Acer,UNKNOWN,SYBR,None,19.09999466,19.05020142,0.070416935,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.470307321,3.55982852,3.139089108,75.30109406,,,,Y,N,N,N
47,D11,FALSE,CRII2020_RRT_AcK3,A,UNKNOWN,SYBR,None,20.09399414,20.0205574,0.10385523,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.413754024,4.064431667,3.666107893,87.48095703,,,,Y,N,N,N
48,D12,FALSE,CRII2020_RRT_AcK3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,35,No Amp,,0,1.062700748,0.001343098,74.55841827,,,,Y,N,N,Y
49,E1,FALSE,CRII2020_RRT_AcKW5,Acer,UNKNOWN,SYBR,None,17.90921974,18.37046242,0.652295649,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.477251885,3.696739912,3.208236456,75.15255737,,,,Y,N,Y,N
50,E2,FALSE,CRII2020_RRT_AcKW5,A,UNKNOWN,SYBR,None,19.55076599,19.4042244,0.207242459,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.426136313,4.172399521,3.684690475,87.48095703,,,,Y,N,N,N
51,E3,FALSE,CRII2020_RRT_AcKW5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.026516914,0.000984881,75.15255737,,,,Y,Y,N,Y
52,E4,FALSE,CRII2020_RRT_AcKW5,Acer,UNKNOWN,SYBR,None,18.83170509,18.37046242,0.652295649,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.496234436,3.664878607,3.255500555,75.44963074,,,,Y,N,Y,N
53,E5,FALSE,CRII2020_RRT_AcKW5,A,UNKNOWN,SYBR,None,19.25768089,19.4042244,0.207242459,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.444350193,4.058623791,3.536173105,87.48095703,,,,Y,N,N,N
54,E6,FALSE,CRII2020_RRT_AcKW5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.032284737,-0.007392324,75.00402069,,,,Y,Y,N,Y
55,E7,FALSE,CRII2020_RRT_AcKW15,Acer,UNKNOWN,SYBR,None,19.70539093,19.78744507,0.116042078,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.434888206,3.403192282,3.009354591,75.15255737,,,,Y,N,N,N
56,E8,FALSE,CRII2020_RRT_AcKW15,A,UNKNOWN,SYBR,None,19.38824272,19.58816719,0.282735884,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.313345054,4.022547722,3.596545219,87.62948608,,,,Y,N,N,N
57,E9,FALSE,CRII2020_RRT_AcKW15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.036767483,-0.00446775,78.1232605,,,,Y,Y,N,Y
58,E10,FALSE,CRII2020_RRT_AcKW15,Acer,UNKNOWN,SYBR,None,19.86949921,19.78744507,0.116042078,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.436433773,3.529337406,3.110239506,75.30109406,,,,Y,N,N,N
59,E11,FALSE,CRII2020_RRT_AcKW15,A,UNKNOWN,SYBR,None,19.78809166,19.58816719,0.282735884,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.322058763,3.931757927,3.536833048,87.48095703,,,,Y,N,N,N
60,E12,FALSE,CRII2020_RRT_AcKW15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,24,No Amp,,0,3.397550344,-0.047271904,60.0019989,,,,Y,N,N,N
61,F1,FALSE,CRII2020_RRT_AcM5,Acer,UNKNOWN,SYBR,None,22.94631195,22.93211365,0.020080782,,,,,,,,FALSE,0.01,TRUE,3,22,Amp,,0.465878042,3.653078556,3.266201019,75.00402069,,,,Y,N,N,N
62,F2,FALSE,CRII2020_RRT_AcM5,A,UNKNOWN,SYBR,None,20.64070702,21.00353432,0.513115287,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.285877054,4.291244984,3.903566837,87.48095703,,,,Y,N,Y,N
63,F3,FALSE,CRII2020_RRT_AcM5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.047310829,-0.002708076,75.74669647,,,,Y,Y,N,Y
64,F4,FALSE,CRII2020_RRT_AcM5,Acer,UNKNOWN,SYBR,None,22.91791344,22.93211365,0.020080782,,,,,,,,FALSE,0.01,TRUE,3,22,Amp,,0.421529322,3.568993092,3.173818588,75.15255737,,,,Y,N,N,N
65,F5,FALSE,CRII2020_RRT_AcM5,A,UNKNOWN,SYBR,None,21.36636162,21.00353432,0.513115287,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.418063086,4.043738365,3.673001289,87.62948608,,,,Y,N,Y,N
66,F6,FALSE,CRII2020_RRT_AcM5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.023306966,-0.003626553,75.74669647,,,,Y,Y,N,Y
67,F7,FALSE,CRII2020_RRT_AcM6,Acer,UNKNOWN,SYBR,None,20.58475304,20.94458008,0.508872271,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.453003223,3.472558498,3.085193634,75.15255737,,,,Y,N,Y,N
68,F8,FALSE,CRII2020_RRT_AcM6,A,UNKNOWN,SYBR,None,19.9229393,20.10910034,0.263271481,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.338310259,3.94680047,3.586494207,87.62948608,,,,Y,N,N,N
69,F9,FALSE,CRII2020_RRT_AcM6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.016804934,-0.003861501,76.78643799,,,,Y,Y,N,Y
70,F10,FALSE,CRII2020_RRT_AcM6,Acer,UNKNOWN,SYBR,None,21.30440712,20.94458008,0.508872271,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.551825658,3.441598177,2.989318371,75.15255737,,,,Y,N,Y,N
71,F11,FALSE,CRII2020_RRT_AcM6,A,UNKNOWN,SYBR,None,20.29526138,20.10910034,0.263271481,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.349478979,4.121426105,3.720174074,87.48095703,,,,Y,N,N,N
72,F12,FALSE,CRII2020_RRT_AcM6,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.052164793,-0.002948504,75.15255737,,,,Y,Y,N,N
73,G1,FALSE,CRII2020_RRT_AcM7,Acer,UNKNOWN,SYBR,None,19.61168671,19.69754791,0.121424735,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.418225069,4.089880466,3.636000633,75.00402069,,,,Y,N,N,N
74,G2,FALSE,CRII2020_RRT_AcM7,A,UNKNOWN,SYBR,None,20.31556702,20.6867218,0.524892151,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.253647836,4.207353115,3.782399178,87.48095703,,,,Y,N,Y,N
75,G3,FALSE,CRII2020_RRT_AcM7,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.123203397,-0.00478011,76.04376984,,,,Y,Y,N,Y
76,G4,FALSE,CRII2020_RRT_AcM7,Acer,UNKNOWN,SYBR,None,19.78340721,19.69754791,0.121424735,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.440415732,3.811396837,3.376269817,75.15255737,,,,Y,N,N,N
77,G5,FALSE,CRII2020_RRT_AcM7,A,UNKNOWN,SYBR,None,21.05787659,20.6867218,0.524892151,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.370211156,3.978326082,3.602092981,87.62948608,,,,Y,N,Y,N
78,G6,FALSE,CRII2020_RRT_AcM7,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.021979928,0.000575631,79.16300201,,,,Y,Y,N,Y
79,G7,FALSE,CRII2020_RRT_AcM10,Acer,UNKNOWN,SYBR,None,19.55995369,19.95265961,0.555370033,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.496221526,3.574133873,3.137887478,75.15255737,,,,Y,N,Y,N
80,G8,FALSE,CRII2020_RRT_AcM10,A,UNKNOWN,SYBR,None,21.08115005,21.16436577,0.117684789,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.454595222,3.909736872,3.537788391,87.62948608,,,,Y,N,N,N
81,G9,FALSE,CRII2020_RRT_AcM10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.026118279,-0.000731569,77.67765045,,,,Y,Y,N,Y
82,G10,FALSE,CRII2020_RRT_AcM10,Acer,UNKNOWN,SYBR,None,20.34536552,19.95265961,0.555370033,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.505632415,3.539436102,3.120863438,75.15255737,,,,Y,N,Y,N
83,G11,FALSE,CRII2020_RRT_AcM10,A,UNKNOWN,SYBR,None,21.24758148,21.16436577,0.117684789,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.477283731,3.794265747,3.427745104,87.62948608,,,,Y,N,N,N
84,G12,FALSE,CRII2020_RRT_AcM10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,25,No Amp,,0,1.07676065,-0.001446659,75.59815979,,,,Y,N,N,Y
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.495140493,-0.007630302,60.0019989,,,,Y,Y,N,Y
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.39586246,-0.006375313,60.0019989,,,,Y,Y,N,Y
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.151557446,-0.003559455,76.34083557,,,,Y,Y,N,Y
88,H4,FALSE,CRII2020_RRT_AcML1,Acer,UNKNOWN,SYBR,None,19.5769062,19.4593792,0.166208282,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.527447328,3.822984219,3.378205538,75.15255737,,,,Y,N,N,N
89,H5,FALSE,CRII2020_RRT_AcML1,A,UNKNOWN,SYBR,None,18.79477692,18.76913071,0.036267869,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.383341996,4.228839874,3.821367741,87.62948608,,,,Y,N,N,N
90,H6,FALSE,CRII2020_RRT_AcML1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.020990491,-0.008706436,76.48937225,,,,Y,Y,N,Y
91,H7,FALSE,CRII2020_RRT_AcML1,Acer,UNKNOWN,SYBR,None,19.34185219,19.4593792,0.166208282,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39562765,3.833725691,3.39638257,75.15255737,,,,Y,N,N,N
92,H8,FALSE,CRII2020_RRT_AcML1,A,UNKNOWN,SYBR,None,18.7434864,18.76913071,0.036267869,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.439077106,4.136557102,3.711035728,87.62948608,,,,Y,N,N,N
