15,B3,FALSE,CRII2020_RRT_Ap176A,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0226905345916748,-0.00026060116942971945,77.231849670410156,,,,Y,Y,N,Y
16,B4,FALSE,CRII2020_RRT_Ap176A,Acer,UNKNOWN,SYBR,None,16.861200332641602,16.809247970581055,0.073471732437610626,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.53590071280218199,3.0665934085845947,2.5909409523010254,75.449447631835938,,,,Y,N,N,N
17,B5,FALSE,CRII2020_RRT_Ap176A,A,UNKNOWN,SYBR,None,20.537759780883789,21.105186462402344,0.8024638295173645,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.37199852122352506,3.2400271892547607,2.7470712661743164,87.629173278808594,,,,Y,N,Y,N
18,B6,FALSE,CRII2020_RRT_Ap176A,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.99021565914154053,-0.0032930132001638412,77.380386352539062,,,,Y,Y,N,Y
19,B7,FALSE,CRII2020_RRT_Ap176B,Acer,UNKNOWN,SYBR,None,17.739831924438477,17.674118041992188,0.092934809625148773,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.50611007786548612,3.0219132900238037,2.619530200958252,75.300918579101562,,,,Y,N,N,N
20,B8,FALSE,CRII2020_RRT_Ap176B,A,UNKNOWN,SYBR,None,22.560619354248047,22.543949127197266,0.023573912680149078,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.48629696629612451,3.2152111530303955,2.880781888961792,87.629173278808594,,,,Y,N,N,N
21,B9,FALSE,CRII2020_RRT_Ap176B,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.007129430770874,-0.0037355311214923859,77.528915405273438,,,,Y,Y,N,Y
22,B10,FALSE,CRII2020_RRT_Ap176B,Acer,UNKNOWN,SYBR,None,17.608402252197266,17.674118041992188,0.092934809625148773,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.66671497246807165,3.0697565078735352,2.5543427467346191,75.449447631835938,,,,Y,N,N,N
23,B11,FALSE,CRII2020_RRT_Ap176B,A,UNKNOWN,SYBR,None,22.527280807495117,22.543949127197266,0.023573912680149078,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.46414152849239593,3.2737662792205811,2.9661078453063965,87.629173278808594,,,,Y,N,N,N
24,B12,FALSE,CRII2020_RRT_Ap176B,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0773714780807495,-0.00033741490915417671,74.112655639648438,,,,Y,Y,N,Y
25,C1,FALSE,CRII2020_RRT_Ap178,Acer,UNKNOWN,SYBR,None,15.945212364196777,16.508697509765625,0.79688763618469238,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.46698296579059329,3.2340357303619385,2.5946207046508789,75.152389526367188,,,,Y,N,Y,N
26,C2,FALSE,CRII2020_RRT_Ap178,A,UNKNOWN,SYBR,None,20.673717498779297,20.676013946533203,0.0032490163575857878,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.53942244267061146,3.3491804599761963,2.8693594932556152,87.480644226074219,,,,Y,N,N,N
27,C3,FALSE,CRII2020_RRT_Ap178,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0618830919265747,-0.0014379045460373163,75.300918579101562,,,,Y,Y,N,N
28,C4,FALSE,CRII2020_RRT_Ap178,Acer,UNKNOWN,SYBR,None,17.072181701660156,16.508697509765625,0.79688763618469238,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.74481206413970258,3.1059303283691406,2.5248649120330811,75.449447631835938,,,,Y,N,Y,N
29,C5,FALSE,CRII2020_RRT_Ap178,A,UNKNOWN,SYBR,None,20.678312301635742,20.676013946533203,0.0032490163575857878,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.53154222045316268,3.3062567710876465,2.7859094142913818,87.629173278808594,,,,Y,N,N,N
30,C6,FALSE,CRII2020_RRT_Ap178,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.98023277521133423,-0.0041080438531935215,75.003852844238281,,,,Y,Y,N,Y
31,C7,FALSE,CRII2020_RRT_Ap179,Acer,UNKNOWN,SYBR,None,18.383279800415039,18.423934936523438,0.057493697851896286,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.60460791958517901,3.0337772369384766,2.664980411529541,75.300918579101562,,,,Y,N,N,N
32,C8,FALSE,CRII2020_RRT_Ap179,A,UNKNOWN,SYBR,None,20.417276382446289,20.542201995849609,0.17667284607887268,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.47103223281134232,3.2358999252319336,2.8865487575531006,87.629173278808594,,,,Y,N,N,N
33,C9,FALSE,CRII2020_RRT_Ap179,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.97673493623733521,-0.0042514977976679802,76.637718200683594,,,,Y,Y,N,Y
34,C10,FALSE,CRII2020_RRT_Ap179,Acer,UNKNOWN,SYBR,None,18.464588165283203,18.423934936523438,0.057493697851896286,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.66287454181610961,2.9070532321929932,2.5040616989135742,75.300918579101562,,,,Y,N,N,N
35,C11,FALSE,CRII2020_RRT_Ap179,A,UNKNOWN,SYBR,None,20.667129516601562,20.542201995849609,0.17667284607887268,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.38955761520095711,3.3349649906158447,3.0219106674194336,87.629173278808594,,,,Y,N,N,N
36,C12,FALSE,CRII2020_RRT_Ap179,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0699714422225952,-0.0076374942436814308,75.152389526367188,,,,Y,Y,N,Y
37,D1,FALSE,CRII2020_RRT_Ap182,Acer,UNKNOWN,SYBR,None,16.314077377319336,16.790637969970703,0.67395848035812378,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.46081596617941273,3.297804594039917,2.7962169647216797,75.152389526367188,,,,Y,N,Y,N
38,D2,FALSE,CRII2020_RRT_Ap182,A,UNKNOWN,SYBR,None,19.996376037597656,20.288448333740234,0.413053959608078,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.49879965934830495,3.4103279113769531,2.9014511108398438,87.480644226074219,,,,Y,N,N,N
39,D3,FALSE,CRII2020_RRT_Ap182,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.051207423210144,-0.0043635531328618526,74.855316162109375,,,,Y,Y,N,Y
40,D4,FALSE,CRII2020_RRT_Ap182,Acer,UNKNOWN,SYBR,None,17.26719856262207,16.790637969970703,0.67395848035812378,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.68179082921232292,3.1103715896606445,2.6303877830505371,75.449447631835938,,,,Y,N,Y,N
41,D5,FALSE,CRII2020_RRT_Ap182,A,UNKNOWN,SYBR,None,20.580522537231445,20.288448333740234,0.413053959608078,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.5642868005211259,3.3882606029510498,2.9623582363128662,87.629173278808594,,,,Y,N,N,N
42,D6,FALSE,CRII2020_RRT_Ap182,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0347516536712646,-0.0040076905861496925,76.043586730957031,,,,Y,Y,N,Y
43,D7,FALSE,CRII2020_RRT_Ap183,Acer,UNKNOWN,SYBR,None,17.815719604492188,17.831426620483398,0.022213075309991837,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.45679802837375477,3.0008978843688965,2.6136491298675537,75.300918579101562,,,,Y,N,N,N
44,D8,FALSE,CRII2020_RRT_Ap183,A,UNKNOWN,SYBR,None,20.370479583740234,20.228038787841797,0.20144036412239075,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.42243287017096343,3.2591891288757324,2.8345787525177002,87.629173278808594,,,,Y,N,N,N
45,D9,FALSE,CRII2020_RRT_Ap183,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.96151930093765259,-0.00028631521854549646,77.380386352539062,,,,Y,Y,N,Y
46,D10,FALSE,CRII2020_RRT_Ap183,Acer,UNKNOWN,SYBR,None,17.847133636474609,17.831426620483398,0.022213075309991837,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.50363701544243877,3.0141575336456299,2.5625495910644531,75.300918579101562,,,,Y,N,N,N
47,D11,FALSE,CRII2020_RRT_Ap183,A,UNKNOWN,SYBR,None,20.085599899291992,20.228038787841797,0.20144036412239075,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.39224846837112276,3.3115053176879883,2.9168846607208252,87.480644226074219,,,,Y,N,N,N
48,D12,FALSE,CRII2020_RRT_Ap183,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0377891063690186,-0.010571668855845928,75.597984313964844,,,,Y,Y,N,Y
49,E1,FALSE,CRII2020_RRT_ApCN2,Acer,UNKNOWN,SYBR,None,17.694484710693359,17.781730651855469,0.1233830451965332,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.48680974134740451,3.39982008934021,2.9737381935119629,75.152389526367188,,,,Y,N,N,N
50,E2,FALSE,CRII2020_RRT_ApCN2,A,UNKNOWN,SYBR,None,20.814291000366211,21.150959014892578,0.4761204719543457,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.50645704893461263,3.4812121391296387,3.0459504127502441,87.480644226074219,,,,Y,N,N,N
51,E3,FALSE,CRII2020_RRT_ApCN2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.9997098445892334,-0.00066981418058276176,74.855316162109375,,,,Y,Y,N,Y
52,E4,FALSE,CRII2020_RRT_ApCN2,Acer,UNKNOWN,SYBR,None,17.868974685668945,17.781730651855469,0.1233830451965332,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.50410637118247037,3.2139544486999512,2.7855696678161621,75.300918579101562,,,,Y,N,N,N
53,E5,FALSE,CRII2020_RRT_ApCN2,A,UNKNOWN,SYBR,None,21.487627029418945,21.150959014892578,0.4761204719543457,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.61807541492195528,2.9557216167449951,2.5784401893615723,87.480644226074219,,,,Y,N,N,N
54,E6,FALSE,CRII2020_RRT_ApCN2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0349812507629395,-0.0019867313094437122,75.152389526367188,,,,Y,Y,N,Y
55,E7,FALSE,CRII2020_RRT_ApCN3,Acer,UNKNOWN,SYBR,None,18.541223526000977,18.898405075073242,0.50513100624084473,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.57532259352026316,2.8964693546295166,2.5105664730072021,75.300918579101562,,,,Y,N,Y,N
56,E8,FALSE,CRII2020_RRT_ApCN3,A,UNKNOWN,SYBR,None,19.399093627929688,20.023677825927734,0.88329410552978516,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.51034774795592586,3.4152233600616455,2.9582993984222412,87.629173278808594,,,,Y,N,Y,N
57,E9,FALSE,CRII2020_RRT_ApCN3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0288389921188354,-0.0011751464335247874,77.677452087402344,,,,Y,Y,N,N
58,E10,FALSE,CRII2020_RRT_ApCN3,Acer,UNKNOWN,SYBR,None,19.255586624145508,18.898405075073242,0.50513100624084473,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.52883283820983262,3.0192842483520508,2.6299698352813721,75.300918579101562,,,,Y,N,Y,N
59,E11,FALSE,CRII2020_RRT_ApCN3,A,UNKNOWN,SYBR,None,20.648260116577148,20.023677825927734,0.88329410552978516,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.45489804573778869,3.0420193672180176,2.684903621673584,87.480644226074219,,,,Y,N,Y,N
60,E12,FALSE,CRII2020_RRT_ApCN3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,3.4391751289367676,-0.0061942874453961849,60.001998901367188,,,,Y,Y,N,N
61,F1,FALSE,CRII2020_RRT_ApCN4,Acer,UNKNOWN,SYBR,None,17.470312118530273,17.921730041503906,0.63840001821517944,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.43812832362703164,3.3613078594207764,2.9432179927825928,75.152389526367188,,,,Y,N,Y,N
62,F2,FALSE,CRII2020_RRT_ApCN4,A,UNKNOWN,SYBR,None,20.418567657470703,20.26708984375,0.21422062814235687,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.5463678260052639,3.7089619636535645,3.313511848449707,87.480644226074219,,,,Y,N,N,N
63,F3,FALSE,CRII2020_RRT_ApCN4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0218374729156494,-0.0044972333125770092,75.300918579101562,,,,Y,Y,N,Y
64,F4,FALSE,CRII2020_RRT_ApCN4,Acer,UNKNOWN,SYBR,None,18.373146057128906,17.921730041503906,0.63840001821517944,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.62736181588132145,3.2980680465698242,2.8450057506561279,75.300918579101562,,,,Y,N,Y,N
65,F5,FALSE,CRII2020_RRT_ApCN4,A,UNKNOWN,SYBR,None,20.11561393737793,20.26708984375,0.21422062814235687,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.48057301909403588,3.2172527313232422,2.8533482551574707,87.629173278808594,,,,Y,N,N,N
66,F6,FALSE,CRII2020_RRT_ApCN4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0041962862014771,-0.00011925493163289502,76.192115783691406,,,,Y,Y,N,Y
67,F7,FALSE,CRII2020_RRT_ApHS1,Acer,UNKNOWN,SYBR,None,16.793495178222656,17.019092559814453,0.31904289126396179,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.4369092372134678,3.0317778587341309,2.5900149345397949,75.300918579101562,,,,Y,N,N,N
68,F8,FALSE,CRII2020_RRT_ApHS1,A,UNKNOWN,SYBR,None,19.894176483154297,19.890295028686523,0.0054892054758965969,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39653283176280801,3.2394578456878662,2.8572924137115479,87.629173278808594,,,,Y,N,N,N
69,F9,FALSE,CRII2020_RRT_ApHS1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.99365299940109253,-0.0021994388662278652,77.08331298828125,,,,Y,Y,N,Y
70,F10,FALSE,CRII2020_RRT_ApHS1,Acer,UNKNOWN,SYBR,None,17.24468994140625,17.019092559814453,0.31904289126396179,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.47355999763652978,3.1361286640167236,2.722337007522583,75.300918579101562,,,,Y,N,N,N
71,F11,FALSE,CRII2020_RRT_ApHS1,A,UNKNOWN,SYBR,None,19.88641357421875,19.890295028686523,0.0054892054758965969,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.45351380503361294,3.1093723773956299,2.7115833759307861,87.480644226074219,,,,Y,N,N,N
72,F12,FALSE,CRII2020_RRT_ApHS1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0419306755065918,5.9114652685821056e-05,74.409721374511719,,,,Y,Y,N,N
73,G1,FALSE,CRII2020_RRT_ApM2,Acer,UNKNOWN,SYBR,None,16.21599006652832,15.474246978759766,1.0489825010299683,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.46072110399642835,3.4426467418670654,2.8317446708679199,75.003852844238281,,,,Y,N,Y,N
74,G2,FALSE,CRII2020_RRT_ApM2,A,UNKNOWN,SYBR,None,18.938821792602539,19.453624725341797,0.72804129123687744,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.31426067993947687,3.592667818069458,3.0029544830322266,87.480644226074219,,,,Y,N,Y,N
75,G3,FALSE,CRII2020_RRT_ApM2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.1022937297821045,-0.0024616105947643518,76.637718200683594,,,,Y,Y,N,Y
76,G4,FALSE,CRII2020_RRT_ApM2,Acer,UNKNOWN,SYBR,None,14.732504844665527,15.474246978759766,1.0489825010299683,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.26531333405794927,3.2333981990814209,2.4385662078857422,75.300918579101562,,,,Y,N,Y,N
77,G5,FALSE,CRII2020_RRT_ApM2,A,UNKNOWN,SYBR,None,19.968427658081055,19.453624725341797,0.72804129123687744,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.42634442660669736,3.4067165851593018,2.929628849029541,87.480644226074219,,,,Y,N,Y,N
78,G6,FALSE,CRII2020_RRT_ApM2,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.99909549951553345,-0.0022087844554334879,78.568649291992188,,,,Y,Y,N,Y
79,G7,FALSE,CRII2020_RRT_ApM3,Acer,UNKNOWN,SYBR,None,17.443082809448242,17.396102905273438,0.066439621150493622,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.62153911008176277,3.0174984931945801,2.513267993927002,75.300918579101562,,,,Y,N,N,N
80,G8,FALSE,CRII2020_RRT_ApM3,A,UNKNOWN,SYBR,None,20.198373794555664,20.466320037841797,0.37893322110176086,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.50390414921059834,3.1422154903411865,2.7308554649353027,87.629173278808594,,,,Y,N,N,N
81,G9,FALSE,CRII2020_RRT_ApM3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0009453296661377,-0.0014627125347033143,79.905448913574219,,,,Y,Y,N,Y
82,G10,FALSE,CRII2020_RRT_ApM3,Acer,UNKNOWN,SYBR,None,17.349123001098633,17.396102905273438,0.066439621150493622,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.52701123462559907,3.1236891746520996,2.6407489776611328,75.300918579101562,,,,Y,N,N,N
