83,G11,FALSE,CRII2020_RRT_ApM3,A,UNKNOWN,SYBR,None,20.73426628112793,20.466320037841797,0.37893322110176086,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.54148694373878892,2.99381422996521,2.6236386299133301,87.629173278808594,,,,Y,N,N,N
84,G12,FALSE,CRII2020_RRT_ApM3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.05257248878479,0.0066738422028720379,75.895050048828125,,,,Y,Y,N,Y
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,29,No Amp,,0,0.48688268661499023,-0.0034285443834960461,60.001998901367188,,,,Y,N,N,Y
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,0.34495103359222412,-0.0002337149198865518,60.744663238525391,,,,Y,Y,N,Y
87,H3,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,18,No Amp,,0,1.1246633529663086,-0.0065962127409875393,74.409721374511719,,,,Y,N,N,Y
88,H4,FALSE,CRII2020_RRT_ApPK10,Acer,UNKNOWN,SYBR,None,17.246984481811523,17.903083801269531,0.92786455154418945,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.28655910236794585,3.3554866313934326,2.9710667133331299,75.152389526367188,,,,Y,N,Y,N
89,H5,FALSE,CRII2020_RRT_ApPK10,A,UNKNOWN,SYBR,None,22.536941528320312,22.316461563110352,0.31180575489997864,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.74976532376788241,3.4023897647857666,2.9897215366363525,87.629173278808594,,,,Y,N,N,N
90,H6,FALSE,CRII2020_RRT_ApPK10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.0030277967453003,-0.0025629671290516853,77.08331298828125,,,,Y,Y,N,Y
91,H7,FALSE,CRII2020_RRT_ApPK10,Acer,UNKNOWN,SYBR,None,18.559183120727539,17.903083801269531,0.92786455154418945,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.59435822572868335,3.1748406887054443,2.7589898109436035,75.152389526367188,,,,Y,N,Y,N
92,H8,FALSE,CRII2020_RRT_ApPK10,A,UNKNOWN,SYBR,None,22.095981597900391,22.316461563110352,0.31180575489997864,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.4963298220320404,3.2239172458648682,2.88448166847229,87.629173278808594,,,,Y,N,N,N
93,H9,FALSE,CRII2020_RRT_ApPK10,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,1.007193922996521,-0.0053873639553785324,77.08331298828125,,,,Y,Y,N,Y
94,H10,FALSE,+,Acer,UNKNOWN,SYBR,None,21.223720550537109,18.192546844482422,4.2867274284362793,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.4586137858003605,2.9473335742950439,2.6730105876922607,75.003852844238281,,,,Y,N,Y,N
95,H11,FALSE,+,A,UNKNOWN,SYBR,None,13.95646858215332,10.617782592773438,4.7216153144836426,,,,,,,,FALSE,0.01,TRUE,3,13,Amp,,0.53063204329146629,3.3274807929992676,2.9741592407226562,87.480644226074219,,,,Y,N,Y,N
96,H12,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,15.081357002258301,11.509493827819824,5.0513772964477539,,,,,,,,FALSE,0.01,TRUE,3,13,Amp,,0.41556082139989448,4.7452764511108398,3.0188901424407959,60.299064636230469,,,,Y,N,Y,N
