18,B6,FALSE,CRII2020_Mote_AcML34,A,UNKNOWN,SYBR,None,21.291862487792969,21.269252777099609,0.031976308673620224,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.49027631203060168,Y,N,N,N,N,87.705413818359375,,,
19,B7,FALSE,CRII2020_Mote_AcML36,Acer,UNKNOWN,SYBR,None,19.023855209350586,19.1934814453125,0.23988637328147888,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.39403430857883037,Y,N,N,N,N,75.032028198242188,,,
20,B8,FALSE,CRII2020_Mote_AcML36,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.589935302734375,,,
21,B9,FALSE,CRII2020_Mote_AcML36,A,UNKNOWN,SYBR,None,20.77198600769043,20.927265167236328,0.21959654986858368,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.54065179396577279,Y,N,N,N,N,87.558052062988281,,,
22,B10,FALSE,CRII2020_Mote_AcML36,Acer,UNKNOWN,SYBR,None,19.363105773925781,19.1934814453125,0.23988637328147888,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.45381759514884973,Y,N,N,N,N,75.179397583007812,,,
23,B11,FALSE,CRII2020_Mote_AcML36,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,77.242507934570312,,,
24,B12,FALSE,CRII2020_Mote_AcML36,A,UNKNOWN,SYBR,None,21.082542419433594,20.927265167236328,0.21959654986858368,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.59107958228279345,Y,N,N,N,N,87.558052062988281,,,
25,C1,FALSE,CRII2020_Mote_AcML38,Acer,UNKNOWN,SYBR,None,17.77781867980957,18.113662719726562,0.47495654225349426,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.30724763977726954,Y,N,N,N,N,74.884666442871094,,,
26,C2,FALSE,CRII2020_Mote_AcML38,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,N,74.589935302734375,,,
27,C3,FALSE,CRII2020_Mote_AcML38,A,UNKNOWN,SYBR,None,19.536258697509766,19.51800537109375,0.025814101099967957,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.41820121557091988,Y,N,N,N,N,87.705413818359375,,,
28,C4,FALSE,CRII2020_Mote_AcML38,Acer,UNKNOWN,SYBR,None,18.449508666992188,18.113662719726562,0.47495654225349426,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.44341298228306159,Y,N,N,N,N,75.179397583007812,,,
29,C5,FALSE,CRII2020_Mote_AcML38,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,76.063583374023438,,,
30,C6,FALSE,CRII2020_Mote_AcML38,A,UNKNOWN,SYBR,None,19.499752044677734,19.51800537109375,0.025814101099967957,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.31619281447733005,Y,N,N,N,N,87.558052062988281,,,
31,C7,FALSE,CRII2020_Mote_AcML41,Acer,UNKNOWN,SYBR,None,17.583442687988281,17.8603515625,0.39160963892936707,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.41861749559870182,Y,N,N,N,N,75.032028198242188,,,
32,C8,FALSE,CRII2020_Mote_AcML41,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.179397583007812,,,
33,C9,FALSE,CRII2020_Mote_AcML41,A,UNKNOWN,SYBR,None,19.959026336669922,19.778114318847656,0.255848228931427,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.37942485206337734,Y,N,N,N,N,87.705413818359375,,,
34,C10,FALSE,CRII2020_Mote_AcML41,Acer,UNKNOWN,SYBR,None,18.137262344360352,17.8603515625,0.39160963892936707,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.51684747915026474,Y,N,N,N,N,75.179397583007812,,,
35,C11,FALSE,CRII2020_Mote_AcML41,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.768852233886719,,,
36,C12,FALSE,CRII2020_Mote_AcML41,A,UNKNOWN,SYBR,None,19.597202301025391,19.778114318847656,0.255848228931427,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.36707852457507062,Y,N,N,N,N,87.558052062988281,,,
37,D1,FALSE,CRII2020_Mote_AcML44,Acer,UNKNOWN,SYBR,None,18.529571533203125,18.139436721801758,0.55173397064208984,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.58163737576759966,Y,N,Y,N,N,74.884666442871094,,,
38,D2,FALSE,CRII2020_Mote_AcML44,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.737297058105469,,,
39,D3,FALSE,CRII2020_Mote_AcML44,A,UNKNOWN,SYBR,None,19.738759994506836,19.744163513183594,0.0076403808780014515,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.34366937154395427,Y,N,N,N,N,87.705413818359375,,,
40,D4,FALSE,CRII2020_Mote_AcML44,Acer,UNKNOWN,SYBR,None,17.749301910400391,18.139436721801758,0.55173397064208984,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.32983204197006255,Y,N,Y,N,N,75.032028198242188,,,
41,D5,FALSE,CRII2020_Mote_AcML44,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.737297058105469,,,
42,D6,FALSE,CRII2020_Mote_AcML44,A,UNKNOWN,SYBR,None,19.749565124511719,19.744163513183594,0.0076403808780014515,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.31082633966903861,Y,N,N,N,N,87.558052062988281,,,
43,D7,FALSE,CRII2020_Mote_AcML46,Acer,UNKNOWN,SYBR,None,17.949031829833984,17.833080291748047,0.16398023068904877,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.50744000720955018,Y,N,N,N,N,75.032028198242188,,,
44,D8,FALSE,CRII2020_Mote_AcML46,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.47412109375,,,
45,D9,FALSE,CRII2020_Mote_AcML46,A,UNKNOWN,SYBR,None,19.62293815612793,20.085206985473633,0.6537468433380127,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.32280374290142588,Y,N,Y,N,N,87.558052062988281,,,
46,D10,FALSE,CRII2020_Mote_AcML46,Acer,UNKNOWN,SYBR,None,17.717128753662109,17.833080291748047,0.16398023068904877,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.40776896940117041,Y,N,N,N,N,75.032028198242188,,,
47,D11,FALSE,CRII2020_Mote_AcML46,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,76.50567626953125,,,
48,D12,FALSE,CRII2020_Mote_AcML46,A,UNKNOWN,SYBR,None,20.547475814819336,20.085206985473633,0.6537468433380127,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.42579936074860175,Y,N,Y,N,N,87.410690307617188,,,
49,E1,FALSE,CRII2020_Mote_AcML47,Acer,UNKNOWN,SYBR,None,18.725503921508789,18.812248229980469,0.12267632782459259,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.43025296010047348,Y,N,N,N,N,74.884666442871094,,,
50,E2,FALSE,CRII2020_Mote_AcML47,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,20,No Amp,,0,Y,N,N,N,Y,73.558380126953125,,,
51,E3,FALSE,CRII2020_Mote_AcML47,A,UNKNOWN,SYBR,None,21.887502670288086,21.519515991210938,0.52041041851043701,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.69079013221315622,Y,N,Y,N,N,87.558052062988281,,,
52,E4,FALSE,CRII2020_Mote_AcML47,Acer,UNKNOWN,SYBR,None,18.898994445800781,18.812248229980469,0.12267632782459259,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.44520893525821137,Y,N,N,N,N,75.032028198242188,,,
53,E5,FALSE,CRII2020_Mote_AcML47,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.295204162597656,,,
54,E6,FALSE,CRII2020_Mote_AcML47,A,UNKNOWN,SYBR,None,21.151531219482422,21.519515991210938,0.52041041851043701,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.43363237282871536,Y,N,Y,N,N,87.558052062988281,,,
55,E7,FALSE,CRII2020_Mote_AcML48,Acer,UNKNOWN,SYBR,None,17.216224670410156,17.279090881347656,0.088904902338981628,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.57484425273532491,Y,N,N,N,N,75.179397583007812,,,
56,E8,FALSE,CRII2020_Mote_AcML48,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.179397583007812,,,
57,E9,FALSE,CRII2020_Mote_AcML48,A,UNKNOWN,SYBR,None,19.361001968383789,19.398643493652344,0.053231805562973022,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.37581749078366761,Y,N,N,N,N,87.410690307617188,,,
58,E10,FALSE,CRII2020_Mote_AcML48,Acer,UNKNOWN,SYBR,None,17.341955184936523,17.279090881347656,0.088904902338981628,,,,,,,,FALSE,0.01,TRUE,3,15,Amp,,0.52091778308822323,Y,N,N,N,N,75.032028198242188,,,
59,E11,FALSE,CRII2020_Mote_AcML48,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.44256591796875,,,
60,E12,FALSE,CRII2020_Mote_AcML48,A,UNKNOWN,SYBR,None,19.436283111572266,19.398643493652344,0.053231805562973022,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.33307421195814491,Y,N,N,N,N,87.410690307617188,,,
61,F1,FALSE,CRII2020_Mote_AcML50,Acer,UNKNOWN,SYBR,None,17.625394821166992,17.251476287841797,0.52879929542541504,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.47710194247731669,Y,N,Y,N,N,74.884666442871094,,,
62,F2,FALSE,CRII2020_Mote_AcML50,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.884666442871094,,,
63,F3,FALSE,CRII2020_Mote_AcML50,A,UNKNOWN,SYBR,None,20.019756317138672,20.137252807617188,0.16616512835025787,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.35966301241627119,Y,N,N,N,N,87.558052062988281,,,
64,F4,FALSE,CRII2020_Mote_AcML50,Acer,UNKNOWN,SYBR,None,16.877559661865234,17.251476287841797,0.52879929542541504,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.27079023032016381,Y,N,Y,N,N,75.179397583007812,,,
65,F5,FALSE,CRII2020_Mote_AcML50,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.47412109375,,,
66,F6,FALSE,CRII2020_Mote_AcML50,A,UNKNOWN,SYBR,None,20.254749298095703,20.137252807617188,0.16616512835025787,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.34061313165322804,Y,N,N,N,N,87.410690307617188,,,
67,F7,FALSE,CRII2020_Mote_AcML51,Acer,UNKNOWN,SYBR,None,18.884153366088867,18.848033905029297,0.051080632954835892,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.51127729969164426,Y,N,N,N,N,75.032028198242188,,,
68,F8,FALSE,CRII2020_Mote_AcML51,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.326759338378906,,,
69,F9,FALSE,CRII2020_Mote_AcML51,A,UNKNOWN,SYBR,None,21.969913482666016,21.925460815429688,0.062864214181900024,,,,,,,,FALSE,0.01,TRUE,3,21,Amp,,0.48816769574072905,Y,N,N,N,N,87.410690307617188,,,
70,F10,FALSE,CRII2020_Mote_AcML51,Acer,UNKNOWN,SYBR,None,18.811914443969727,18.848033905029297,0.051080632954835892,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.41852657487159334,Y,N,N,N,N,75.032028198242188,,,
71,F11,FALSE,CRII2020_Mote_AcML51,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,75.326759338378906,,,
72,F12,FALSE,CRII2020_Mote_AcML51,A,UNKNOWN,SYBR,None,21.881010055541992,21.925460815429688,0.062864214181900024,,,,,,,,FALSE,0.01,TRUE,3,20,Amp,,0.4008286297394632,Y,N,N,N,N,87.410690307617188,,,
73,G1,FALSE,CRII2020_Mote_AcML54,Acer,UNKNOWN,SYBR,None,17.520473480224609,17.583549499511719,0.089201614260673523,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.53451152818981329,Y,N,N,N,N,74.884666442871094,,,
74,G2,FALSE,CRII2020_Mote_AcML54,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.44256591796875,,,
75,G3,FALSE,CRII2020_Mote_AcML54,A,UNKNOWN,SYBR,None,18.341493606567383,18.360862731933594,0.027392080053687096,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.38414327286653699,Y,N,N,N,N,87.558052062988281,,,
76,G4,FALSE,CRII2020_Mote_AcML54,Acer,UNKNOWN,SYBR,None,17.646623611450195,17.583549499511719,0.089201614260673523,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.50418646942435008,Y,N,N,N,N,75.032028198242188,,,
77,G5,FALSE,CRII2020_Mote_AcML54,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.737297058105469,,,
78,G6,FALSE,CRII2020_Mote_AcML54,A,UNKNOWN,SYBR,None,18.380231857299805,18.360862731933594,0.027392080053687096,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.3453675651269057,Y,N,N,N,N,87.558052062988281,,,
79,G7,FALSE,CRII2020_Mote_AcML55,Acer,UNKNOWN,SYBR,None,17.717607498168945,17.9493408203125,0.3277190625667572,,,,,,,,FALSE,0.01,TRUE,3,16,Amp,,0.54854479973294767,Y,N,N,N,N,75.032028198242188,,,
80,G8,FALSE,CRII2020_Mote_AcML55,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.884666442871094,,,
81,G9,FALSE,CRII2020_Mote_AcML55,A,UNKNOWN,SYBR,None,20.233783721923828,20.710548400878906,0.67424708604812622,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.50242240763945056,Y,N,Y,N,N,87.410690307617188,,,
82,G10,FALSE,CRII2020_Mote_AcML55,Acer,UNKNOWN,SYBR,None,18.181072235107422,17.9493408203125,0.3277190625667572,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.6340509951027925,Y,N,N,N,N,75.032028198242188,,,
83,G11,FALSE,CRII2020_Mote_AcML55,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,76.947776794433594,,,
84,G12,FALSE,CRII2020_Mote_AcML55,A,UNKNOWN,SYBR,None,21.187313079833984,20.710548400878906,0.67424708604812622,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.70663683946977429,Y,N,Y,N,N,87.558052062988281,,,
85,H1,FALSE,NTC,Acer,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,30,No Amp,,0,Y,N,N,N,N,61.179721832275391,,,
86,H2,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,N,74.295204162597656,,,
87,H3,FALSE,NTC,A,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,60.000801086425781,,,
88,H4,FALSE,CRII2020_Mote_AcML56,Acer,UNKNOWN,SYBR,None,16.151994705200195,17.336311340332031,1.6748766899108887,,,,,,,,FALSE,0.01,TRUE,3,14,Amp,,0.16726698694750936,Y,N,Y,N,N,74.884666442871094,,,
89,H5,FALSE,CRII2020_Mote_AcML56,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.000473022460938,,,
90,H6,FALSE,CRII2020_Mote_AcML56,A,UNKNOWN,SYBR,None,20.79218864440918,20.488916397094727,0.42889171838760376,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.42618918053991672,Y,N,N,N,N,87.558052062988281,,,
91,H7,FALSE,CRII2020_Mote_AcML56,Acer,UNKNOWN,SYBR,None,18.520627975463867,17.336311340332031,1.6748766899108887,,,,,,,,FALSE,0.01,TRUE,3,17,Amp,,0.46927207811558375,Y,N,Y,N,N,75.032028198242188,,,
92,H8,FALSE,CRII2020_Mote_AcML56,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.01,TRUE,3,39,No Amp,,0,Y,Y,N,N,Y,74.000473022460938,,,
93,H9,FALSE,CRII2020_Mote_AcML56,A,UNKNOWN,SYBR,None,20.185644149780273,20.488916397094727,0.42889171838760376,,,,,,,,FALSE,0.01,TRUE,3,19,Amp,,0.35219653183236382,Y,N,N,N,N,87.410690307617188,,,
94,H10,FALSE,+,Acer,UNKNOWN,SYBR,None,19.369729995727539,19.799453735351562,0.60772114992141724,,,,,,,,FALSE,0.01,TRUE,3,18,Amp,,0.55946306425920878,Y,N,Y,N,N,74.884666442871094,,,
